2022503,25,5,27,7
2022679,26,1,17,7
2022321,16,11,0,15
2022116,6,9,7,4
2022149,27,6,5,3
2022073,23,15,7,20
2022460,26,12,9,2
2022331,23,8,6,11
2022519,3,12,29,20
2022121,29,2,13,17
2022453,27,9,25,25
2022198,21,9,10,11
2022047,30,7,22,16
2022684,8,9,10,19
2022937,2,6,22,24
2022303,23,5,1,7
2022527,20,11,3,1
2022522,13,15,21,11
2022538,11,7,29,21
2022467,16,2,13,15
2022354,20,5,30,17
2022721,21,12,17,24
2022594,14,7,13,8
2022888,5,8,4,2
2022326,10,11,28,23
2022621,26,9,24,20
2022973,20,5,14,1
2022351,5,7,27,7
2022949,0,0,3,14
2022300,13,4,26,0
2022844,24,2,6,21
2022348,14,13,26,4
2022165,22,0,0,22
2022533,25,0,12,0
2022755,7,14,22,1
2022806,28,6,1,21
2022002,22,2,19,18
2022008,0,15,9,16
2022031,5,14,7,1
2022993,19,0,10,19
2022036,29,6,25,19
2022085,2,10,4,25
2022398,18,14,9,21
2022978,17,11,2,1
2022627,20,15,13,24
2022034,3,11,17,10
2022710,16,12,6,0
2022923,23,15,21,18
2022140,28,7,27,4
2022530,11,0,2,16
2022097,4,8,3,0
2022969,25,5,2,0
2022650,17,12,16,15
2022046,27,12,26,20
2022466,6,1,27,16
2022832,18,14,27,24
2022472,11,14,15,8
2022929,14,13,26,23
2022932,14,11,1,10
2022381,1,2,1,14
2022727,17,9,30,11
2022553,22,12,4,21
2022084,4,1,19,18
2022971,22,10,29,24
2022385,27,5,3,23
2022380,27,11,0,16
2022662,20,4,8,2
2022551,5,8,6,22
2022810,4,12,19,0
2022540,11,2,22,5
2022336,9,12,8,7
2022722,15,12,3,11
2022436,7,7,17,16
2022646,23,15,7,6
2022053,11,10,5,18
2022302,18,1,30,25
2022616,8,13,29,10
2022953,17,6,25,1
2022197,12,1,15,24
2022314,2,4,18,5
2022602,21,5,12,3
2022629,24,0,28,4
2022665,24,10,7,8
2022373,22,10,24,20
2022166,0,5,13,25
2022425,28,14,14,12
2022394,5,13,3,15
2022459,23,2,8,21
2022983,1,7,19,4
2022456,8,9,23,25
2022537,14,6,22,14
2022995,8,14,22,2
2022325,24,15,10,23
2022748,1,3,21,1
2022480,19,9,0,3
2022659,20,14,26,4
2022058,29,3,28,6
2022762,8,1,23,8
2022523,3,9,8,2
2022595,5,10,1,24
2022118,3,4,28,0
2022070,7,1,7,13
2022835,25,11,27,22
2022391,29,15,26,16
2022184,3,6,1,10
2022093,25,6,30,16
2022484,25,8,8,17
2022962,22,6,3,8
2022186,23,5,10,10
2022619,27,2,2,23
2022692,5,0,16,22
2022554,0,14,22,11
2022703,3,10,19,17
2022370,10,5,17,22
2022508,28,12,5,23
2022928,2,1,9,21
2022612,13,10,13,0
2022114,11,4,16,25
2022954,16,4,24,22
2022799,5,10,25,3
2022535,30,9,7,5
2022647,14,4,20,15
2022100,6,13,11,4
2022473,27,3,12,18
2022309,3,10,9,5
2022986,22,3,30,23
2022096,25,5,4,25
2022733,23,15,15,2
2022382,14,4,24,19
2022124,4,2,5,9
2022803,4,10,28,21
2022990,7,5,23,3
2022955,20,5,26,21
2022732,19,1,29,12
2022185,30,1,15,2
2022549,24,14,8,17
2022424,9,4,9,1
2022982,29,5,3,8
2022979,16,9,16,23
2022624,9,5,30,10
2022653,6,0,3,5
2022763,20,9,28,7
2022861,19,5,28,16
2022365,13,6,5,22
2022601,4,9,0,24
2022069,7,7,2,25
2022869,30,13,21,3
2022461,30,5,13,14
2022579,20,14,15,14
2022412,16,15,11,11
2022396,24,10,7,4
2022098,21,12,1,4
2022032,16,13,25,21
2022437,11,5,8,24
2022487,3,10,11,15
2022039,30,13,7,1
2022388,25,10,12,19
2022422,16,11,29,14
2022389,15,8,20,23
2022705,7,13,29,7
2022305,21,9,27,9
2022922,14,3,16,9
2022675,17,4,9,9
2022817,20,15,13,0
2022129,15,12,6,11
2022099,2,0,27,9
2022037,6,7,26,6
2022642,16,13,23,24
2022042,25,3,7,6
2022828,18,12,29,21
2022343,21,0,21,12
2022837,13,4,25,13
2022550,25,2,23,22
2022913,14,3,30,19
2022317,15,4,27,3
2022856,20,6,22,18
2022120,5,11,21,3
2022091,25,8,14,20
2022800,23,14,1,4
2022573,22,5,0,15
2022905,17,3,2,0
2022447,9,2,30,25
2022992,19,15,5,17
2022400,3,7,12,7
2022699,2,13,22,6
2022664,18,2,26,4
2022112,24,13,28,23
2022638,26,10,20,17
2022571,7,6,4,6
2022896,19,8,26,2
2022753,1,0,25,16
2022482,12,15,19,16
2022801,19,0,0,25
2022864,13,9,30,16
2022904,30,1,21,24
2022079,20,2,12,2
2022863,27,0,6,1
2022488,19,7,6,5
2022086,19,7,9,24
2022113,15,7,4,16
2022304,1,13,22,15
2022859,26,9,27,7
2022153,23,5,12,8
2022829,30,3,29,9
2022517,30,12,15,18
2022631,0,14,12,17
2022465,15,2,20,14
2022471,24,7,4,22
2022698,16,7,0,1
2022633,12,3,23,22
2022936,20,5,6,0
2022868,22,8,22,12
2022833,23,4,18,14
2022438,23,12,10,23
2022658,26,11,9,24
2022597,27,12,5,7
2022548,9,13,12,3
2022899,18,2,29,10
2022707,3,4,3,24
2022172,12,3,13,13
2022127,10,2,27,23
2022994,27,2,29,16
2022846,8,2,27,7
2022742,13,2,24,20
2022350,7,11,1,10
2022786,29,13,25,16
2022987,5,3,16,16
2022539,27,10,7,20
2022082,15,12,8,25
2022776,9,14,22,17
2022419,15,8,18,23
2022062,27,15,28,12
2022322,30,11,13,9
2022643,22,11,24,5
2022157,27,14,8,14
2022455,13,5,26,6
2022190,8,7,13,7
2022820,23,7,30,2
2022439,28,12,12,5
2022196,27,15,5,13
2022320,5,15,19,7
2022935,29,0,11,9
2022773,21,13,30,1
2022524,14,15,30,3
2022655,11,9,1,1
2022824,9,14,23,23
2022778,25,10,10,24
2022092,24,13,17,4
2022919,4,3,17,20
2022515,23,7,16,18
2022090,7,15,1,22
2022444,18,0,10,12
2022946,7,9,8,18
2022825,3,13,18,16
2022452,24,1,18,5
2022513,10,11,15,2
2022671,7,12,8,6
2022427,4,7,18,12
2022007,11,4,2,2
2022423,17,0,27,18
2022944,25,1,5,20
2022038,27,5,22,8
2022191,11,3,10,1
2022333,24,5,3,23
2022797,21,12,30,3
2022600,9,12,30,19
2022704,27,0,14,8
2022469,17,0,12,23
2022652,4,2,17,18
2022134,9,8,16,10
2022479,28,11,14,11
2022867,23,12,5,21
2022063,8,9,18,12
2022891,10,5,25,11
2022442,24,1,1,11
2022676,12,7,2,2
2022617,26,3,28,15
2022997,14,1,19,11
2022531,14,10,14,24
2022126,29,3,2,7
2022094,14,13,15,19
2022677,18,10,20,3
2022906,13,1,11,18
2022556,7,12,4,25
2022649,15,15,26,10
2022884,27,4,25,19
2022933,28,0,25,17
2022862,18,14,29,15
2022585,25,6,0,7
2022656,19,13,16,11
2022188,24,15,0,7
2022839,25,2,22,21
2022392,0,11,26,25
2022965,27,3,1,19
2022903,0,14,16,19
20221000,10,0,17,0
2022777,15,15,25,0
2022367,1,11,16,3
2022584,12,11,30,11
2022808,20,5,26,8
2022435,10,9,9,22
2022019,23,12,18,14
2022136,27,11,1,7
2022541,4,4,15,21
2022668,9,12,9,18
2022463,4,10,9,9
2022734,0,3,5,4
2022737,6,11,9,8
2022914,22,0,13,14
